business_id,name,city,state,zip_code,categories,rating,review_count,latitude,longitude,url,source_city_query,source_variant,source_sort_by,review_count_from_reviews,sentiment,color
nU1wX9Zpy6aItwgF4W448Q,Moran's Performance Detailing,Jacksonville,FL,32225.0,Auto Detailing,5.0,10,30.3251292,-81.5384254,https://www.yelp.com/biz/morans-performance-detailing-jacksonville-4?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,7,Positivo,"[0, 128, 0]"
Sjyry-L-McKP5FMn_s07uA,A&A Diamond Shine Mobile Detailing,Jacksonville,FL,32257.0,"Auto Detailing, Pressure Washers",4.6,18,30.195194959878645,-81.61233182046469,https://www.yelp.com/biz/a-and-a-diamond-shine-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,7,Positivo,"[0, 128, 0]"
6rlpNFyPkJlxgSnINrXy1g,HOD Auto Detailing ,Jacksonville,FL,32210.0,"Auto Detailing, Car Wash",0.0,0,30.265577,-81.744621,https://www.yelp.com/biz/hod-auto-detailing-jacksonville-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,0,Neutral,"[255, 255, 0]"
35JXgYgGLmtHXq5lXhHHyw,Jacksonville Mobile Auto Detailing,Jacksonville,FL,32211.0,Auto Detailing,4.8,12,30.33155,-81.6013,https://www.yelp.com/biz/jacksonville-mobile-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,7,Positivo,"[0, 128, 0]"
wJ2Y-l6_q0DQY7jmmbpBYA,TopDawg Pressure Washing & Auto detailing,Jacksonville,FL,32223.0,"Auto Detailing, Pressure Washers, Car Wash",5.0,1,30.154886,-81.648153,https://www.yelp.com/biz/topdawg-pressure-washing-and-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,1,Positivo,"[0, 128, 0]"
Mko3ERr9_vf7wlh8q9lDGQ,3G's Auto Detailing Center,Saint Augustine Beach,FL,32080.0,Auto Detailing,4.6,36,29.85661,-81.28106,https://www.yelp.com/biz/3gs-auto-detailing-center-saint-augustine-beach-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,7,Positivo,"[0, 128, 0]"
PUpFwd_HXOJc_YNP7P1arQ,Taylor Mobile Detail,Jacksonville Beach,FL,32250.0,"Car Wash, Auto Detailing",4.8,18,30.282154083252,-81.3995132446289,https://www.yelp.com/biz/taylor-mobile-detail-jacksonville-beach?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,7,Positivo,"[0, 128, 0]"
zeodQvtkjhlCi3yrRiCZYg,Taiyo Mobile Detailing,Jacksonville,FL,32256.0,"Auto Detailing, Car Wash",5.0,1,30.16497,-81.50687,https://www.yelp.com/biz/taiyo-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,1,Positivo,"[0, 128, 0]"
-l56aHWBmhdnKnptckvqIQ,Jax Mobile Detailing,Jacksonville,FL,32246.0,Auto Detailing,5.0,1,30.293986,-81.517974,https://www.yelp.com/biz/jax-mobile-detailing-jacksonville-4?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,1,Positivo,"[0, 128, 0]"
EDdUT2Z-ROOFCZfZFbjMQg,Caldwell Detailing,Jacksonville,FL,32221.0,"Auto Detailing, Car Wash",5.0,8,30.28447151,-81.83174133,https://www.yelp.com/biz/caldwell-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,7,Positivo,"[0, 128, 0]"
GnCFDB24PfioGRoPrBppyQ,College Auto Detailing,Saint Johns,FL,32259.0,"Auto Detailing, Car Wash",0.0,0,30.08989525,-81.58752441,https://www.yelp.com/biz/college-auto-detailing-saint-johns-4?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,0,Neutral,"[255, 255, 0]"
KaVG3G3HoMHQ93YMgSXNCg,Car Guys,Jacksonville,FL,32218.0,"Auto Detailing, Pressure Washers, Carpet Cleaning",0.0,0,30.47119412445089,-81.6309107,https://www.yelp.com/biz/car-guys-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,0,Neutral,"[255, 255, 0]"
y9Uh042QzBZNlqYxD-c2XQ,Detail Garage,Jacksonville,FL,32225.0,"Auto Detailing, Auto Parts & Supplies",4.7,14,30.32116900753755,-81.5549696919526,https://www.yelp.com/biz/detail-garage-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,7,Positivo,"[0, 128, 0]"
4JhuLqZWoQRtSXiMYks7hg,Holy Cleanse Car Detailing,Jacksonville,FL,32207.0,"Car Wash, Auto Detailing",1.0,1,30.29,-81.639959,https://www.yelp.com/biz/holy-cleanse-car-detailing-jacksonville-3?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,1,Negativo,"[255, 0, 0]"
PvbsvpgBYrLd75nvnDxAIg,Gorilla Squad Mobile Detailing,Jacksonville,FL,32247.0,"Auto Detailing, Car Wash",5.0,4,30.29363,-81.62711,https://www.yelp.com/biz/gorilla-squad-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,4,Positivo,"[0, 128, 0]"
M1B-ivS8qerSYmYcvSgCFQ,Personal Touch,Jacksonville,FL,32205.0,"Auto Detailing, Car Wash",0.0,0,30.29989,-81.75133,https://www.yelp.com/biz/personal-touch-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,0,Neutral,"[255, 255, 0]"
ecjZ7yTEuFuyZJxN43mBgA,Drop N Detail,Jacksonville,FL,32216.0,"Auto Detailing, Vehicle Wraps",5.0,5,30.31275740445143,-81.56320619775225,https://www.yelp.com/biz/drop-n-detail-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,5,Positivo,"[0, 128, 0]"
T-tL_KlPaxS5uJjYzvxAkw,Deluxe Detailing,Jacksonville,FL,32246.0,"Auto Detailing, Car Wash",5.0,2,30.293985786624383,-81.51797413234574,https://www.yelp.com/biz/deluxe-detailing-jacksonville-21?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match,2,Positivo,"[0, 128, 0]"
